year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP,min,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,W_post,L_post,GS_weighted_mean,minutes_weighted_mean,points_weighted_mean,oRebounds_weighted_mean,dRebounds_weighted_mean,rebounds_weighted_mean,assists_weighted_mean,steals_weighted_mean,blocks_weighted_mean,turnovers_weighted_mean,PF_weighted_mean,fgAttempted_weighted_mean,fgMade_weighted_mean,ftAttempted_weighted_mean,ftMade_weighted_mean,threeAttempted_weighted_mean,PostGP_weighted_mean,PostGS_weighted_mean,PostMinutes_weighted_mean,PostPoints_weighted_mean,PostoRebounds_weighted_mean,PostdRebounds_weighted_mean,PostRebounds_weighted_mean,PostAssists_weighted_mean,PostSteals_weighted_mean,PostTurnovers_weighted_mean,PostPF_weighted_mean,PostfgAttempted_weighted_mean,PostfgMade_weighted_mean,PostftAttempted_weighted_mean,PostftMade_weighted_mean,PostthreeAttempted_weighted_mean,total_points_weighted_mean,total_rebounds_weighted_mean,total_assists_weighted_mean,total_steals_weighted_mean,total_turnovers_weighted_mean,Avg_Points_Per_Game_weighted_mean,Avg_Assists_Per_Game_weighted_mean,Avg_Blocks_Per_Game_weighted_mean,Avg_Steals_Per_Game_weighted_mean,Avg_Turnovers_Per_Game_weighted_mean,num_trophies,Avg_Assists_Per_Game,Avg_Blocks_Per_Game,Avg_Points_Per_Game,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Durability_Ratio,FG%,FT%,GP_6,GS,PF,POSITION_METRIC,Points_Ratio,PostAssists,PostBlocks,PostDQ,PostGP,PostGS,PostMinutes,PostPF,PostPoints,PostRebounds,PostSteals,PostTurnovers,PostdRebounds,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostoRebounds,PostthreeAttempted,PostthreeMade,assists,blocks,dRebounds,dq,fgAttempted,fgMade,ftAttempted,ftMade,minutes,oRebounds,points,rebounds,steals,threeAttempted,threeMade,total_assists,total_blocks,total_points,total_rebounds,total_steals,total_turnovers,turnovers
8,0,0.86,0,0.34,0.26,0.19,0.44,0.58,0.35,0.42,0.43,0.55,0.55,0.36,0.47,0.41,0.63,0.48,0.52,0.41,0.38,0.71,0.52,0.6,0.6,0.55,0.49,0.63,0.78,0.71,0.79,0.19,0.43,0.56,0.36,0.72,1.0,0.64,0.0,0.04,0.96,0.12,0.88,0.08,0.92,0.12,0.88,CHI,1.53,1.51,14.53,540.84,190.45,26.98,54.98,81.96,41.75,22.67,10.0,37.75,52.69,177.39,70.7,51.28,36.84,41.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.45,81.96,41.75,22.67,37.75,6.84,1.66,0.38,0.87,1.47,0.0,1.9,0.36,8.6,3.77,0.89,1.61,0.52,0.39,0.72,29.33,21.51,70.29,0.35,0.03,1.81,0.3,0.04,1.05,0.74,26.12,2.61,7.5,4.2,0.31,1.76,2.51,5.64,2.36,3.53,2.5,1.69,0.99,0.27,54.96,10.88,72.8,0.41,221.38,91.98,89.63,66.61,729.41,40.21,260.32,113.01,26.5,32.26,9.76,56.76,11.18,267.82,117.21,26.81,48.53,46.77
9,0,0.76,0,0.34,0.26,0.19,0.53,0.68,0.43,0.55,0.52,0.56,0.63,0.54,0.64,0.61,0.55,0.43,0.47,0.35,0.48,0.7,0.59,0.52,0.47,0.49,0.41,0.63,0.75,0.69,0.71,0.47,0.34,0.64,0.45,0.68,1.0,0.82,0.03,0.27,0.73,0.25,0.75,0.39,0.61,0.21,0.79,CHI,1.53,1.51,16.18,592.91,220.91,32.13,66.31,98.44,48.95,22.95,10.35,41.93,51.93,198.98,81.37,64.22,44.46,42.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.91,98.44,48.95,22.95,41.93,8.41,1.84,0.35,0.83,1.6,0.67,1.86,0.4,8.56,4.3,0.97,1.54,0.5,0.39,0.72,27.79,18.73,58.13,0.41,0.02,1.14,0.14,0.03,0.79,0.38,15.67,1.48,3.97,2.42,0.14,1.02,1.44,3.13,1.26,1.88,1.34,0.98,0.37,0.11,54.28,12.25,81.89,0.3,213.19,91.36,83.95,57.28,682.33,42.11,246.64,124.0,26.67,19.71,6.64,55.42,12.39,250.62,126.41,26.81,46.14,45.12
10,0,0.67,0,0.34,0.26,0.19,0.53,0.58,0.56,0.69,0.37,0.4,0.59,0.56,0.64,0.57,0.54,0.44,0.49,0.46,0.48,0.64,0.59,0.5,0.45,0.44,0.42,0.59,0.68,0.62,0.59,0.53,0.37,0.57,0.42,0.63,1.0,0.79,0.03,0.29,0.71,0.34,0.66,0.31,0.69,0.35,0.65,CHI,1.53,1.51,17.61,645.41,246.87,35.26,73.78,109.04,52.89,25.7,13.16,45.5,56.73,213.46,90.64,76.62,53.8,35.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.87,109.04,52.89,25.7,45.5,8.64,1.82,0.47,0.88,1.62,0.33,1.68,0.6,8.28,3.95,0.88,1.61,0.47,0.41,0.71,26.97,16.08,50.87,0.33,0.05,1.16,0.04,0.0,0.85,0.24,12.67,0.81,3.21,1.52,0.32,0.82,1.0,2.34,1.01,1.31,0.95,0.52,0.59,0.24,48.3,15.03,75.8,0.38,202.28,87.19,69.75,50.4,620.58,31.06,233.44,106.86,23.88,26.34,8.66,49.46,15.06,236.65,108.38,24.2,44.47,43.65
11,0,0.63,0,0.34,0.26,0.19,0.55,0.56,0.57,0.63,0.44,0.42,0.48,0.58,0.61,0.54,0.49,0.39,0.51,0.47,0.51,0.7,0.61,0.47,0.41,0.5,0.5,0.56,0.65,0.59,0.66,0.48,0.42,0.5,0.4,0.67,1.0,0.75,0.03,0.36,0.64,0.48,0.52,0.28,0.72,0.39,0.61,CHI,1.53,1.51,17.81,649.65,250.82,33.44,76.42,109.85,52.31,25.41,13.9,46.51,55.91,213.46,91.68,74.34,53.87,38.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.82,109.85,52.31,25.41,46.51,8.57,1.75,0.49,0.86,1.64,0.2,1.44,0.63,8.2,4.44,0.71,1.82,0.48,0.44,0.71,27.26,18.32,60.51,0.31,0.03,1.93,0.54,0.0,1.21,0.74,26.8,2.06,7.75,4.89,0.49,1.63,3.57,6.31,2.67,2.01,1.53,1.32,2.33,0.89,40.32,16.01,86.05,0.64,179.45,81.05,68.04,47.95,625.77,32.88,224.3,118.93,18.95,37.77,14.25,42.25,16.55,232.06,123.83,19.44,50.72,49.08
2,0,0.14,1,1.0,0.0,0.19,0.34,0.12,0.28,0.24,0.36,0.34,0.42,0.17,0.27,0.51,0.55,0.39,0.57,0.18,0.27,0.26,0.09,0.35,0.28,0.14,0.12,0.06,0.08,0.0,0.51,0.65,0.72,0.62,0.18,0.27,0.0,0.16,0.4,0.55,0.45,0.8,0.2,0.25,0.75,0.64,0.35,CLE,3.0,3.0,17.84,653.59,226.34,33.9,60.91,94.8,53.21,25.27,8.88,51.35,64.96,188.18,84.5,57.62,43.31,39.79,5.08,3.35,122.49,36.72,7.53,13.92,21.45,9.55,5.26,8.2,9.67,35.03,13.96,9.13,6.62,8.96,263.06,116.25,62.76,30.54,59.55,9.26,2.11,0.36,1.04,2.05,1.0,1.83,0.38,9.12,3.96,1.06,1.9,0.54,0.44,0.74,28.03,15.57,67.25,0.29,0.15,7.48,1.28,0.0,4.79,2.9,113.77,9.66,34.56,21.1,5.01,6.98,13.51,32.23,13.22,9.37,6.74,7.59,5.79,1.37,46.08,9.34,61.55,0.91,186.17,83.94,58.49,43.91,638.05,35.03,223.29,96.58,25.82,33.87,11.49,53.56,10.62,257.85,117.67,30.84,55.25,48.27
3,0,0.05,0,0.33,0.0,0.19,0.27,0.07,0.17,0.14,0.25,0.26,0.32,0.27,0.3,0.43,0.31,0.42,0.29,0.15,0.18,0.09,0.08,0.12,0.09,0.18,0.19,0.13,0.07,0.02,0.27,0.38,0.36,0.48,0.34,0.09,0.0,0.08,0.43,0.68,0.32,0.84,0.15,0.47,0.53,0.72,0.28,CLE,1.67,2.33,17.63,642.69,210.75,31.32,64.52,95.84,50.33,25.99,8.19,45.05,56.64,181.16,79.9,54.39,40.63,31.58,3.34,2.25,82.2,24.91,5.09,7.87,12.97,6.71,3.31,5.07,6.94,22.73,9.49,5.98,4.66,4.8,235.66,108.8,57.04,29.3,50.12,8.44,1.95,0.36,0.99,1.76,0.33,1.87,0.4,9.19,4.42,1.12,1.81,0.57,0.45,0.71,29.22,18.09,65.61,0.31,0.12,5.78,1.63,0.0,3.65,2.45,93.79,8.16,29.18,15.08,3.6,5.63,9.15,25.57,11.39,7.06,5.48,5.93,3.91,0.91,50.53,9.81,76.42,0.48,208.03,94.27,61.98,46.33,717.69,38.96,243.29,115.38,30.28,27.15,8.41,56.32,11.43,272.47,130.46,33.88,53.63,48.01
4,0,0.45,1,0.17,0.0,0.19,0.25,0.09,0.23,0.17,0.26,0.27,0.28,0.31,0.32,0.37,0.31,0.3,0.24,0.14,0.18,0.2,0.13,0.16,0.13,0.23,0.24,0.1,0.13,0.06,0.38,0.35,0.33,0.31,0.31,0.19,0.0,0.16,0.44,0.47,0.53,0.52,0.48,0.45,0.55,0.51,0.49,CLE,0.83,1.17,18.8,684.41,227.76,32.5,71.31,103.8,51.29,25.29,8.57,46.19,58.64,196.29,85.2,59.52,45.51,35.92,1.67,1.12,41.1,12.46,2.55,3.94,6.48,3.36,1.66,2.54,3.47,11.37,4.75,2.99,2.33,2.4,240.21,110.29,54.65,26.95,48.73,8.32,1.86,0.33,0.92,1.69,0.17,2.01,0.26,8.93,4.01,0.95,1.87,0.53,0.4,0.74,27.0,18.3,57.79,0.3,0.05,4.0,0.37,0.0,1.51,0.87,36.88,2.74,11.37,6.37,1.64,1.94,3.99,11.06,4.1,3.0,2.31,2.38,2.79,0.85,52.3,7.09,73.73,0.7,215.72,89.89,64.44,48.31,683.15,33.65,243.88,107.39,25.7,47.05,15.8,56.29,7.47,255.25,113.76,27.34,50.15,48.2
2,0,0.29,0,0.0,0.26,0.19,0.39,0.23,0.19,0.19,0.38,0.37,0.37,0.17,0.26,0.28,0.35,0.37,0.34,0.44,0.29,0.44,0.32,0.14,0.1,0.31,0.3,0.46,0.27,0.28,0.5,0.41,0.45,0.42,0.27,0.36,0.0,0.16,0.3,0.5,0.5,0.67,0.33,0.34,0.66,0.64,0.35,CON,1.0,2.0,23.2,827.6,299.39,40.83,79.24,120.07,63.19,33.32,16.01,59.33,68.92,256.02,113.85,69.06,50.79,59.31,2.57,2.19,81.23,22.25,2.8,7.46,10.26,5.33,2.2,5.06,6.43,23.77,9.14,4.08,2.68,5.53,321.65,130.33,68.52,35.52,64.39,10.23,2.22,0.56,1.14,2.08,0.0,2.46,0.7,10.23,4.78,1.3,2.25,0.62,0.43,0.72,30.34,23.99,77.08,0.49,0.07,5.27,2.09,0.0,2.57,2.25,82.13,6.97,22.03,12.39,2.62,5.19,9.39,22.23,9.08,4.41,2.79,3.0,5.13,1.07,71.02,20.31,90.73,0.68,252.16,112.29,81.95,59.15,846.97,46.83,300.27,137.56,38.21,46.7,16.55,76.3,22.4,322.3,149.94,40.82,70.2,65.01
3,0,0.48,0,0.0,0.26,0.19,0.3,0.23,0.26,0.25,0.46,0.49,0.48,0.19,0.31,0.24,0.47,0.6,0.47,0.42,0.25,0.36,0.22,0.25,0.25,0.32,0.28,0.34,0.25,0.22,0.5,0.31,0.6,0.54,0.3,0.34,0.0,0.11,0.3,0.42,0.58,0.62,0.38,0.23,0.77,0.49,0.51,CON,0.33,0.67,21.17,766.69,271.94,41.12,73.23,114.35,56.57,36.32,14.56,57.66,67.49,234.81,99.5,70.09,51.98,61.92,0.86,0.73,27.08,7.42,0.93,2.49,3.42,1.78,0.73,1.69,2.14,7.92,3.05,1.36,0.89,1.84,279.35,117.77,58.34,37.05,59.35,9.18,1.94,0.49,1.23,1.98,0.0,1.84,0.44,9.75,4.12,1.15,1.97,0.57,0.42,0.74,27.65,20.41,66.15,0.41,0.03,2.02,0.58,0.0,1.27,0.76,35.21,2.71,10.23,3.79,0.72,2.07,2.46,10.87,4.26,1.69,1.12,1.33,2.22,0.59,49.51,12.18,74.23,0.59,232.93,100.4,63.72,47.27,743.09,39.29,268.91,113.52,31.83,62.76,20.84,51.53,12.76,279.14,117.32,32.55,55.41,53.34
4,0,0.52,1,0.0,0.26,0.19,0.32,0.23,0.37,0.34,0.42,0.46,0.43,0.17,0.27,0.21,0.54,0.59,0.34,0.37,0.29,0.35,0.21,0.35,0.36,0.32,0.26,0.43,0.28,0.28,0.47,0.36,0.48,0.56,0.29,0.36,0.0,0.15,0.29,0.46,0.54,0.61,0.39,0.32,0.68,0.57,0.43,CON,0.17,0.33,19.04,700.56,251.5,35.12,65.71,100.83,52.32,33.25,11.9,50.71,63.48,214.07,90.42,69.3,52.35,55.5,0.43,0.37,13.54,3.71,0.47,1.24,1.71,0.89,0.37,0.84,1.07,3.96,1.52,0.68,0.45,0.92,255.21,102.54,53.21,33.61,51.56,9.02,1.85,0.45,1.21,1.83,0.0,2.12,0.39,9.42,4.17,1.37,1.82,0.58,0.42,0.74,28.06,21.52,67.49,0.44,0.01,1.24,0.19,0.0,0.43,0.43,15.1,1.11,3.83,1.97,0.46,0.87,1.34,4.32,1.63,0.57,0.35,0.63,1.04,0.22,61.48,10.39,74.89,0.53,226.25,95.09,69.68,52.79,765.28,38.29,261.59,113.18,38.66,58.01,18.61,62.72,10.57,265.42,115.15,39.13,51.51,50.64
5,0,0.43,1,0.4,0.0,0.19,0.37,0.33,0.39,0.38,0.46,0.51,0.43,0.33,0.4,0.31,0.56,0.53,0.25,0.35,0.34,0.39,0.32,0.41,0.4,0.35,0.35,0.48,0.43,0.4,0.5,0.43,0.43,0.47,0.22,0.42,0.4,0.4,0.26,0.5,0.5,0.59,0.41,0.41,0.59,0.52,0.48,CON,0.9,1.0,20.28,735.1,267.67,35.57,73.81,109.38,58.15,32.44,11.95,50.21,66.49,228.33,95.98,74.07,55.8,60.19,1.74,1.29,46.23,15.32,1.41,4.56,5.97,3.75,1.59,2.31,4.04,12.85,5.65,4.14,3.28,2.95,282.99,115.35,61.9,34.03,52.53,9.41,2.02,0.44,1.15,1.76,0.0,1.89,0.5,10.3,4.66,1.3,1.7,0.59,0.43,0.75,29.5,21.82,74.72,0.5,0.06,3.07,0.62,0.0,1.84,1.2,46.06,4.25,16.16,6.45,1.5,1.93,4.92,14.03,6.26,3.9,3.15,1.53,2.57,0.5,54.44,13.89,86.95,0.76,252.68,108.53,68.25,51.92,784.6,42.84,288.62,129.79,36.82,57.45,19.65,57.51,14.51,304.79,136.24,38.31,50.3,48.36
6,0,0.29,1,0.6,0.33,0.0,0.41,0.36,0.36,0.35,0.44,0.48,0.41,0.38,0.43,0.41,0.52,0.56,0.25,0.3,0.36,0.41,0.33,0.38,0.37,0.33,0.29,0.4,0.45,0.39,0.54,0.41,0.38,0.45,0.25,0.42,0.6,0.53,0.27,0.51,0.49,0.58,0.42,0.46,0.54,0.59,0.41,CON,2.27,1.67,21.49,773.9,279.33,36.45,79.38,115.83,62.62,34.43,12.21,52.22,68.38,240.03,101.87,75.03,55.76,60.46,3.71,2.77,97.93,33.88,4.06,10.22,14.28,7.57,4.34,5.92,8.09,28.94,12.14,9.47,7.39,6.58,313.21,130.11,70.19,38.77,58.14,10.03,2.23,0.44,1.25,1.87,0.33,2.5,0.73,10.35,4.62,1.25,2.09,0.61,0.42,0.77,31.24,22.78,75.93,0.43,0.15,11.51,1.95,0.01,4.57,3.29,122.93,10.35,44.35,16.25,5.12,7.49,11.69,35.05,14.95,15.03,12.0,4.56,7.28,2.45,67.68,21.26,92.36,0.56,241.85,104.41,77.38,57.88,811.39,38.12,285.04,130.48,34.41,55.31,18.34,79.2,23.21,329.39,146.73,39.53,66.11,58.63
7,0,0.2,1,0.71,0.52,0.29,0.45,0.37,0.41,0.4,0.4,0.43,0.4,0.45,0.48,0.47,0.51,0.47,0.23,0.34,0.39,0.41,0.37,0.37,0.36,0.28,0.26,0.42,0.45,0.39,0.49,0.46,0.39,0.38,0.2,0.4,0.71,0.56,0.28,0.61,0.39,0.65,0.35,0.57,0.43,0.62,0.38,CON,3.05,2.05,21.95,787.67,291.41,37.07,83.85,120.92,65.13,33.46,12.89,52.28,68.79,246.22,106.66,78.92,59.1,56.97,4.79,3.51,127.69,45.28,5.55,14.14,19.69,9.1,5.11,7.73,10.36,37.31,15.74,14.01,10.6,9.03,336.69,140.61,74.23,38.57,60.01,10.57,2.32,0.49,1.22,1.9,0.52,2.6,0.71,11.65,4.9,1.25,2.12,0.64,0.43,0.7,30.3,24.28,73.03,0.45,0.16,11.5,2.93,0.01,5.33,4.13,150.95,11.8,55.26,22.44,5.77,9.73,16.29,44.49,18.52,19.27,14.7,6.15,10.35,3.53,72.57,19.66,96.06,0.4,267.75,118.71,88.39,67.12,829.95,38.79,322.13,134.86,34.34,51.76,17.59,84.08,22.59,377.39,157.3,40.11,67.92,58.18
8,0,0.12,1,0.86,0.43,0.24,0.53,0.46,0.49,0.44,0.43,0.45,0.42,0.63,0.62,0.59,0.42,0.43,0.28,0.41,0.48,0.48,0.49,0.3,0.3,0.29,0.3,0.46,0.49,0.45,0.48,0.46,0.41,0.36,0.2,0.43,0.86,0.63,0.3,0.69,0.31,0.7,0.3,0.68,0.32,0.68,0.32,CON,3.29,2.14,21.58,770.13,295.78,37.1,89.41,126.51,66.56,32.01,13.93,51.88,64.38,247.08,108.26,78.75,60.32,56.13,5.06,3.64,132.68,46.78,6.43,15.3,21.73,9.57,4.97,8.29,10.73,40.44,16.35,14.4,10.72,10.07,342.55,148.25,76.13,36.99,60.17,10.81,2.4,0.53,1.18,1.9,0.71,2.49,0.59,10.38,4.3,1.09,1.9,0.58,0.42,0.74,30.05,21.15,63.64,0.42,0.13,9.07,2.48,0.01,4.6,3.25,119.0,9.23,41.82,16.96,4.44,8.32,12.2,36.79,13.84,14.25,10.54,4.76,11.15,3.6,69.14,16.35,87.39,0.17,241.01,104.58,73.83,58.38,746.59,31.17,286.8,118.56,29.95,56.31,19.26,78.21,18.84,328.62,135.52,34.39,60.17,51.85
9,0,0.14,1,0.67,0.33,0.19,0.61,0.57,0.48,0.42,0.48,0.49,0.45,0.73,0.71,0.68,0.44,0.42,0.37,0.47,0.54,0.56,0.58,0.32,0.31,0.31,0.33,0.45,0.57,0.5,0.53,0.45,0.38,0.39,0.17,0.5,0.95,0.72,0.33,0.68,0.32,0.64,0.36,0.72,0.28,0.64,0.36,CON,2.86,2.24,21.43,761.37,302.31,36.72,91.12,127.84,69.26,31.72,14.32,53.31,63.52,254.25,111.55,77.28,59.77,58.1,4.72,3.38,125.83,44.56,5.87,15.0,20.87,9.33,4.52,8.19,10.13,39.54,15.88,12.66,9.46,10.27,346.87,148.71,78.59,36.25,61.5,10.96,2.48,0.53,1.15,1.95,0.57,2.54,0.25,9.9,3.89,0.99,2.05,0.54,0.42,0.76,31.88,18.53,67.09,0.37,0.12,7.85,0.88,0.04,3.6,1.59,91.36,8.07,35.16,12.09,2.19,7.34,9.28,30.39,12.32,10.47,7.66,2.8,7.48,2.86,74.88,7.31,80.88,0.36,240.04,104.08,81.07,63.65,742.59,33.5,287.53,114.38,30.15,49.94,15.72,82.73,8.19,322.69,126.47,32.34,66.41,59.08
10,0,0.12,0,0.48,0.24,0.14,0.64,0.64,0.53,0.48,0.55,0.58,0.5,0.79,0.78,0.72,0.44,0.33,0.38,0.42,0.59,0.61,0.63,0.33,0.32,0.32,0.35,0.47,0.63,0.54,0.54,0.52,0.38,0.4,0.18,0.54,1.0,0.74,0.34,0.68,0.32,0.67,0.33,0.69,0.31,0.66,0.34,CON,2.38,2.24,20.26,715.53,292.31,35.09,88.55,123.63,66.68,27.85,13.01,50.05,60.89,245.21,107.44,75.01,58.08,58.03,4.21,2.94,109.34,38.83,5.34,13.08,18.42,8.06,3.9,7.19,8.78,35.37,13.92,10.88,8.21,9.23,331.14,142.05,74.73,31.74,57.24,10.7,2.43,0.47,1.05,1.87,0.43,2.24,0.34,9.67,3.94,0.87,1.87,0.51,0.41,0.75,30.84,18.27,66.16,0.35,0.09,6.05,0.68,0.03,3.36,1.5,74.88,6.37,26.64,11.23,2.2,5.9,7.99,25.37,9.55,7.42,5.64,3.24,6.24,1.91,66.08,9.85,80.07,0.37,241.05,102.62,76.54,59.03,700.69,34.75,281.99,114.82,25.53,56.13,17.72,72.13,10.52,308.63,126.05,27.73,60.09,54.19
11,0,0.29,0,0.29,0.14,0.1,0.66,0.72,0.54,0.5,0.59,0.63,0.53,0.79,0.79,0.74,0.49,0.32,0.34,0.43,0.61,0.65,0.64,0.44,0.4,0.32,0.37,0.44,0.74,0.62,0.52,0.55,0.37,0.47,0.25,0.59,1.0,0.79,0.33,0.62,0.38,0.68,0.32,0.56,0.44,0.6,0.4,CON,1.57,1.57,18.76,672.28,275.82,33.6,82.96,116.56,62.66,25.43,12.42,46.54,59.2,234.45,101.6,70.26,54.21,55.98,2.84,1.97,73.7,26.21,3.68,8.95,12.64,5.42,2.56,4.93,5.89,24.27,9.43,7.24,5.45,6.42,302.03,129.19,68.08,27.99,51.48,10.15,2.3,0.45,0.96,1.74,0.29,1.95,0.35,10.35,3.59,0.82,2.0,0.52,0.42,0.78,29.0,13.5,58.63,0.34,0.15,4.59,0.75,0.03,2.78,1.05,60.62,6.08,21.89,9.22,1.82,4.13,6.02,20.28,8.6,4.57,3.33,3.21,3.55,1.37,54.17,9.69,63.15,0.5,251.02,106.45,61.89,49.08,677.92,30.46,284.66,93.61,22.17,65.0,22.68,58.76,10.44,306.56,102.83,23.99,57.54,53.41
2,0,0.57,0,0.34,0.26,0.19,0.46,0.32,0.56,0.56,0.06,0.11,0.47,0.27,0.37,0.39,0.71,0.39,0.53,0.16,0.38,0.56,0.32,0.42,0.43,0.22,0.13,0.36,0.19,0.19,0.42,0.56,0.58,0.59,0.57,0.51,0.0,0.04,0.25,0.42,0.58,0.47,0.53,0.42,0.58,0.47,0.53,DET,1.53,1.51,17.89,627.2,233.32,33.43,63.53,96.97,49.13,24.64,8.24,49.43,64.29,198.25,87.59,69.46,51.61,24.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.32,96.97,49.13,24.64,49.43,7.92,1.69,0.27,0.88,1.68,0.0,1.91,0.3,9.3,3.84,0.94,1.93,0.52,0.44,0.74,30.0,24.45,73.05,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.4,9.35,76.82,0.36,242.5,107.85,86.31,64.24,758.47,41.53,286.22,118.35,28.21,24.45,6.29,58.4,9.35,286.22,118.35,28.21,58.99,58.99
3,0,0.76,0,0.34,0.26,0.19,0.33,0.26,0.34,0.3,0.27,0.26,0.42,0.23,0.32,0.31,0.51,0.27,0.44,0.14,0.27,0.47,0.23,0.36,0.33,0.19,0.08,0.16,0.3,0.2,0.25,0.33,0.48,0.44,0.38,0.43,0.0,0.17,0.25,0.31,0.69,0.38,0.62,0.31,0.69,0.35,0.65,DET,1.53,1.51,16.72,616.18,212.76,31.23,61.33,92.56,45.53,22.07,8.15,47.42,58.48,188.81,79.36,57.08,43.11,32.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.76,92.56,45.53,22.07,47.42,7.42,1.57,0.28,0.79,1.66,0.0,1.56,0.28,7.78,3.58,0.78,1.72,0.47,0.41,0.72,27.27,15.69,61.56,0.41,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,45.69,8.21,66.35,0.35,201.21,83.24,63.14,46.53,639.81,34.15,223.31,100.5,22.45,31.24,10.31,45.69,8.21,223.35,100.5,22.45,49.04,49.04
4,0,0.88,1,0.34,0.26,0.19,0.29,0.25,0.38,0.37,0.24,0.26,0.49,0.35,0.44,0.3,0.47,0.17,0.51,0.29,0.24,0.43,0.28,0.37,0.33,0.23,0.19,0.21,0.29,0.21,0.26,0.37,0.51,0.32,0.44,0.41,0.0,0.13,0.22,0.26,0.74,0.39,0.61,0.2,0.8,0.29,0.71,DET,1.53,1.51,16.28,592.49,204.63,31.69,63.58,95.27,44.65,20.23,9.85,47.46,55.01,180.12,74.64,60.49,45.06,32.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.63,95.27,44.65,20.23,47.46,7.52,1.67,0.35,0.77,1.77,0.0,1.83,0.58,8.25,3.74,0.94,2.04,0.5,0.4,0.7,28.05,19.04,64.58,0.41,0.01,0.51,0.21,0.0,0.34,0.34,11.4,0.86,4.03,1.42,0.43,0.41,1.12,2.93,1.27,1.31,0.88,0.3,1.31,0.6,50.37,16.95,72.06,0.38,206.53,84.51,75.29,54.96,694.06,37.12,238.5,109.18,25.8,48.31,14.52,50.88,17.16,242.53,110.6,26.22,57.81,57.4
5,0,0.53,1,0.4,0.4,0.4,0.38,0.29,0.57,0.62,0.26,0.24,0.55,0.53,0.6,0.39,0.45,0.27,0.66,0.42,0.37,0.49,0.44,0.32,0.29,0.28,0.31,0.4,0.28,0.27,0.31,0.62,0.6,0.36,0.44,0.44,0.4,0.4,0.28,0.48,0.52,0.53,0.47,0.46,0.54,0.5,0.5,DET,2.4,0.8,18.93,676.86,246.78,36.35,78.96,115.31,53.52,24.36,13.76,55.78,60.89,204.06,88.65,78.96,57.65,33.95,2.92,2.21,79.64,29.46,4.5,9.87,14.37,7.22,2.48,5.13,7.05,26.52,10.47,8.18,6.57,4.95,276.24,129.68,60.74,26.84,60.9,9.21,2.04,0.51,0.92,2.06,0.8,2.15,0.7,10.35,5.52,1.06,2.26,0.6,0.42,0.71,30.25,22.33,71.09,0.46,0.11,8.4,2.92,0.0,3.91,3.39,113.86,10.8,41.09,24.53,3.41,6.9,16.33,37.85,14.66,12.7,10.16,8.2,4.54,1.61,57.71,18.98,103.85,0.44,233.99,101.53,94.54,67.62,785.9,44.72,282.6,148.57,28.88,35.23,11.91,66.11,21.9,323.69,173.1,32.29,69.68,62.79
